nid,title,day,starts_pst,ends_pst,duration,type,level,track,categories,speakers,companies,description,searchable_text,url
19641,Enterprise AI at Scale: Serving Google Gemini on Databricks for Production Workloads,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Advanced,Artificial Intelligence & Agents,Breakout | Advanced | Healthcare & Life Sciences | Manufacturing | Financial Services | Databricks SQL | Unity Catalog | Lakebase | Artificial Intelligence & Agents | In Person | AI Agents | Generative AI | Lakebase,"Abhishek Bhagwat, Shaielsh Dargude","Google Cloud, HgInsights","Foundation models are moving beyond chatbots and copilots into the core of enterprise data pipelines — enriching records, classifying documents, resolving entities, and powering agentic workflows at massive scale. This session shows how Google Gemini and Databricks are partnering to make this real for production enterprises today. Google Cloud shows how Gemini is available as a first-party model on Databricks, served natively via ai_query() and Model Serving — with built-in governance via AI Gateway, including cost controls, rate limits, usage tracking, and Unity Catalog logging. HG Insights then brings this to life with a production use case: a multi-stage AI pipeline processing 7 billion records where rules and custom BERT models handle the predictable cases, and Gemini acts as an agentic enrichment layer — autonomously reasoning over incomplete company profiles and resolving missing attributes across hundreds of millions of inference calls. Orchestrated by Lakeflow and monitored via AI/BI dashboards, this pipeline directly generates the revenue-critical datasets HG Insights delivers to Fortune 500 customers. Whether you're enriching CRM data, building document classification pipelines, or deploying agentic data quality workflows, this session gives you the architecture patterns and lessons learned to run Gemini on Databricks at enterprise scale.","Enterprise AI at Scale: Serving Google Gemini on Databricks for Production Workloads Foundation models are moving beyond chatbots and copilots into the core of enterprise data pipelines — enriching records, classifying documents, resolving entities, and powering agentic workflows at massive scale. This session shows how Google Gemini and Databricks are partnering to make this real for production enterprises today. Google Cloud shows how Gemini is available as a first-party model on Databricks, served natively via ai_query() and Model Serving — with built-in governance via AI Gateway, including cost controls, rate limits, usage tracking, and Unity Catalog logging. HG Insights then brings this to life with a production use case: a multi-stage AI pipeline processing 7 billion records where rules and custom BERT models handle the predictable cases, and Gemini acts as an agentic enrichment layer — autonomously reasoning over incomplete company profiles and resolving missing attributes across hundreds of millions of inference calls. Orchestrated by Lakeflow and monitored via AI/BI dashboards, this pipeline directly generates the revenue-critical datasets HG Insights delivers to Fortune 500 customers. Whether you're enriching CRM data, building document classification pipelines, or deploying agentic data quality workflows, this session gives you the architecture patterns and lessons learned to run Gemini on Databricks at enterprise scale. Breakout | Advanced | Healthcare & Life Sciences | Manufacturing | Financial Services | Databricks SQL | Unity Catalog | Lakebase | Artificial Intelligence & Agents | In Person | AI Agents | Generative AI | Lakebase Abhishek Bhagwat, Shaielsh Dargude Google Cloud, HgInsights",https://www.databricks.com/dataaisummit/session/enterprise-ai-scale-serving-google-gemini-databricks-production
19685,Precision Targeting at Scale: How GM & Acxiom Turn Customer Intelligence into Measurable Outcomes,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Beginner,Application Development,"Breakout | Beginner | Communications, Media & Entertainment | Databricks SQL | Unity Catalog | Application Development | In Person | Customer Data Platform | Marketing","Jennifer McCluskey, Zachary Van Doren","Acxiom, General Motors","GM has leveraged their robust data foundations and modeling expertise to drive measurable marketing outcomes. Leveraging the Databricks platform and Acxiom product offerings, GM has built an intelligence layer across the customer lifecycle, applying identity resolution, propensity modeling, and audience optimization to power smarter, faster decisioning across channels.By operationalizing these capabilities at scale, GM is sharpening audience targeting, increasing marketing effectiveness, and accelerating time-to-activation across its brand portfolio. This session explores how GM and Acxiom are translating data infrastructure investments into real, quantifiable impact, and what it takes to make intelligence-driven marketing a repeatable, scalable practice.","Precision Targeting at Scale: How GM & Acxiom Turn Customer Intelligence into Measurable Outcomes GM has leveraged their robust data foundations and modeling expertise to drive measurable marketing outcomes. Leveraging the Databricks platform and Acxiom product offerings, GM has built an intelligence layer across the customer lifecycle, applying identity resolution, propensity modeling, and audience optimization to power smarter, faster decisioning across channels.By operationalizing these capabilities at scale, GM is sharpening audience targeting, increasing marketing effectiveness, and accelerating time-to-activation across its brand portfolio. This session explores how GM and Acxiom are translating data infrastructure investments into real, quantifiable impact, and what it takes to make intelligence-driven marketing a repeatable, scalable practice. Breakout | Beginner | Communications, Media & Entertainment | Databricks SQL | Unity Catalog | Application Development | In Person | Customer Data Platform | Marketing Jennifer McCluskey, Zachary Van Doren Acxiom, General Motors",https://www.databricks.com/dataaisummit/session/precision-targeting-scale-how-gm-acxiom-turn-customer-intelligence
19382,Securing Agentic AI on Databricks: From Experimentation to Enterprise Grade Systems,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Beginner,Governance & Security,Breakout | Beginner | Enterprise Technology | Public Sector | Financial Services | Unity Catalog | Databricks Agents | Lakebase | Governance & Security | In Person | AI Agents | Generative AI | Security & Compliance,"Arun Pamulapati, Samrat Ray",Databricks,"Agentic AI systems—where LLM-powered agents plan, reason, and act across data and tools—are rapidly moving from proof-of-concept to mission-critical production. However, this shift introduces a new security surface: autonomous decision-making, dynamic tool use, and data access at scale. How do you innovate without compromising security, governance, or compliance? In this session, we explore how to build secure, enterprise-ready agentic systems on Databricks. Designed for practitioners and architects, we break down the unique risks of agentic workflows and map them to concrete controls. We will introduce the Databricks Agentic AI Security Framework developed with top researchers from OWASP, NIST, and Fortune 100 companies. Key Takeaways: Reference architectures for deploying secure agentic AI at scale. A framework to operationalize and explain your security posture to cyber teams. Actionable tools, including a worksheet and live demo, to test your deployments and MCP security.","Securing Agentic AI on Databricks: From Experimentation to Enterprise Grade Systems Agentic AI systems—where LLM-powered agents plan, reason, and act across data and tools—are rapidly moving from proof-of-concept to mission-critical production. However, this shift introduces a new security surface: autonomous decision-making, dynamic tool use, and data access at scale. How do you innovate without compromising security, governance, or compliance? In this session, we explore how to build secure, enterprise-ready agentic systems on Databricks. Designed for practitioners and architects, we break down the unique risks of agentic workflows and map them to concrete controls. We will introduce the Databricks Agentic AI Security Framework developed with top researchers from OWASP, NIST, and Fortune 100 companies. Key Takeaways: Reference architectures for deploying secure agentic AI at scale. A framework to operationalize and explain your security posture to cyber teams. Actionable tools, including a worksheet and live demo, to test your deployments and MCP security. Breakout | Beginner | Enterprise Technology | Public Sector | Financial Services | Unity Catalog | Databricks Agents | Lakebase | Governance & Security | In Person | AI Agents | Generative AI | Security & Compliance Arun Pamulapati, Samrat Ray Databricks",https://www.databricks.com/dataaisummit/session/securing-agentic-ai-databricks-experimentation-enterprise-grade-systems
18515,Energy & Utilities Industry Forum | Sponsored by: Infosys,Wednesday,2026-06-17 15:00:00,2026-06-17 16:30:00,90,Special Interest,Beginner,Artificial Intelligence & Agents,Special Interest | Beginner | Energy & Utilities | AI/BI | Unity Catalog | Artificial Intelligence & Agents | In Person | Industry Experience,"Anne Marie Hensley, Brad Walker, Doug Way, Jay Cavalcanto, Joe Malucchi, John OBrien, Julien Debard, Shiv Trisal","Alinta Servco Pty Ltd, Chevron, Chevron Corporation, Constellation, Databricks, Shell, Shell Energy","The energy transition is the defining industrial challenge of our time and data is its most critical infrastructure. Join energy and utilities leaders for an essential forum on how Databricks’ Data Intelligence Platform is enabling companies to navigate decarbonization, grid modernization and the rise of distributed energy resources with confidence and speed. Whether you're optimizing upstream exploration, managing a complex grid at scale or building the analytics backbone for a net-zero commitment, Databricks provides the unified, open platform that turns petabytes of operational data into real-time intelligence. This forum explores the imperatives shaping the sector: predictive asset management, emissions monitoring and reporting, energy trading and risk analytics, renewable integration, and AI-powered demand forecasting. Learn how leading energy companies are eliminating data fragmentation and accelerating decision-making from wellhead to wall socket. Gain insights from peers who are already harnessing the power of data to drive the energy transition forward and build lasting competitive advantage. Features leaders from Chevron, Shell, Constellation and Alinta Energy.","Energy & Utilities Industry Forum | Sponsored by: Infosys The energy transition is the defining industrial challenge of our time and data is its most critical infrastructure. Join energy and utilities leaders for an essential forum on how Databricks’ Data Intelligence Platform is enabling companies to navigate decarbonization, grid modernization and the rise of distributed energy resources with confidence and speed. Whether you're optimizing upstream exploration, managing a complex grid at scale or building the analytics backbone for a net-zero commitment, Databricks provides the unified, open platform that turns petabytes of operational data into real-time intelligence. This forum explores the imperatives shaping the sector: predictive asset management, emissions monitoring and reporting, energy trading and risk analytics, renewable integration, and AI-powered demand forecasting. Learn how leading energy companies are eliminating data fragmentation and accelerating decision-making from wellhead to wall socket. Gain insights from peers who are already harnessing the power of data to drive the energy transition forward and build lasting competitive advantage. Features leaders from Chevron, Shell, Constellation and Alinta Energy. Special Interest | Beginner | Energy & Utilities | AI/BI | Unity Catalog | Artificial Intelligence & Agents | In Person | Industry Experience Anne Marie Hensley, Brad Walker, Doug Way, Jay Cavalcanto, Joe Malucchi, John OBrien, Julien Debard, Shiv Trisal Alinta Servco Pty Ltd, Chevron, Chevron Corporation, Constellation, Databricks, Shell, Shell Energy",https://www.databricks.com/dataaisummit/session/energy-utilities-industry-forum-sponsored-infosys
19218,Building Production-Grade SQL ETL on the Lakehouse,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Beginner,Data Warehousing,Breakout | Beginner | Enterprise Technology | Databricks SQL | Data Warehousing | In Person | Virtual | Data Ingestion | ETL | Data Lakehouse,"Mengfei Ren, Shanelle Roman",Databricks,"ETL pipelines are often the most brittle part of the analytics stack — spread across tools, written in multiple languages, and hard to operate at scale. This session shows how teams build production-grade SQL ETL on Databricks Lakehouse using a unified, SQL-first approach. We’ll cover how to ingest, transform, and manage data using declarative pipelines, apply governance and quality controls consistently, author and optimize with AI, and deliver reliable datasets directly to analytics and downstream workloads. The focus is on simplifying architecture, reducing operational overhead, and enabling faster iteration without sacrificing correctness or scale.","Building Production-Grade SQL ETL on the Lakehouse ETL pipelines are often the most brittle part of the analytics stack — spread across tools, written in multiple languages, and hard to operate at scale. This session shows how teams build production-grade SQL ETL on Databricks Lakehouse using a unified, SQL-first approach. We’ll cover how to ingest, transform, and manage data using declarative pipelines, apply governance and quality controls consistently, author and optimize with AI, and deliver reliable datasets directly to analytics and downstream workloads. The focus is on simplifying architecture, reducing operational overhead, and enabling faster iteration without sacrificing correctness or scale. Breakout | Beginner | Enterprise Technology | Databricks SQL | Data Warehousing | In Person | Virtual | Data Ingestion | ETL | Data Lakehouse Mengfei Ren, Shanelle Roman Databricks",https://www.databricks.com/dataaisummit/session/building-production-grade-sql-etl-lakehouse
18126,Building a Lakehouse Data Strategy for Healthcare,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Intermediate,Data Strategy,Breakout | Intermediate | Healthcare & Life Sciences | Databricks SQL | Lakeflow | Unity Catalog | Data Strategy | In Person | Migrations & Modernizations | Data Lakehouse | Lakehouse Implementation,Michael Uohara,Hospital for Special Surgery,"Michael Uohara—CDAO at HSS has gone all in with Databricks taking HSS's 30 data sources and ingesting them into Databricks. He and his team are under a 18-month transformation effort to modernize their data architecture, focusing on finance, clinical data, operations and HR while creating a foundation where HSS can start to build applications like patient scheduling, surgical parts inventory and MD360—all built on Databricks. Michael is a previous surgeon and now leading the data strategy for the number one orthopedic hospital in the world. He is a visionary in the space and an incredible leader. Besides being an incredible champion and massive Databricks advocate, he approaches his Databricks implementation with calmness, tactical outcomes and has built an incredible culture at HSS. He will discuss his vision to implement a lakehouse architecture at the Hospital for Special Surgery while building a team and culture that can thrive with Databricks' platform.","Building a Lakehouse Data Strategy for Healthcare Michael Uohara—CDAO at HSS has gone all in with Databricks taking HSS's 30 data sources and ingesting them into Databricks. He and his team are under a 18-month transformation effort to modernize their data architecture, focusing on finance, clinical data, operations and HR while creating a foundation where HSS can start to build applications like patient scheduling, surgical parts inventory and MD360—all built on Databricks. Michael is a previous surgeon and now leading the data strategy for the number one orthopedic hospital in the world. He is a visionary in the space and an incredible leader. Besides being an incredible champion and massive Databricks advocate, he approaches his Databricks implementation with calmness, tactical outcomes and has built an incredible culture at HSS. He will discuss his vision to implement a lakehouse architecture at the Hospital for Special Surgery while building a team and culture that can thrive with Databricks' platform. Breakout | Intermediate | Healthcare & Life Sciences | Databricks SQL | Lakeflow | Unity Catalog | Data Strategy | In Person | Migrations & Modernizations | Data Lakehouse | Lakehouse Implementation Michael Uohara Hospital for Special Surgery",https://www.databricks.com/dataaisummit/session/building-lakehouse-data-strategy-healthcare
18532,Cross-Cloud Delta Sharing: Eliminate Egress cost with Delta Sharing Global Distribution,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Intermediate,Data Sharing & Collaboration,Breakout | Intermediate | Enterprise Technology | Delta Sharing | Data Sharing & Collaboration | In Person | Collaboration | Data Lakehouse | Architecture & Interoperability,Huey Han,"Databricks, Inc.","Cross-cloud and cross-region data sharing introduces egress costs that grow with recipient query volume, creating a scaling challenge for large-scale data providers. This session covers best practices for architecting cost-efficient Delta Sharing deployments across clouds and regions, and introduces a new Databricks capability designed to change how providers manage cross-cloud/region delivery at scale.","Cross-Cloud Delta Sharing: Eliminate Egress cost with Delta Sharing Global Distribution Cross-cloud and cross-region data sharing introduces egress costs that grow with recipient query volume, creating a scaling challenge for large-scale data providers. This session covers best practices for architecting cost-efficient Delta Sharing deployments across clouds and regions, and introduces a new Databricks capability designed to change how providers manage cross-cloud/region delivery at scale. Breakout | Intermediate | Enterprise Technology | Delta Sharing | Data Sharing & Collaboration | In Person | Collaboration | Data Lakehouse | Architecture & Interoperability Huey Han Databricks, Inc.",https://www.databricks.com/dataaisummit/session/cross-cloud-delta-sharing-eliminate-egress-cost-delta-sharing-global
18168,Customer Zero: How Retool Scaled 1 Million Databases on Databricks Lakebase,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Intermediate,Lakebase,Breakout | Intermediate | Healthcare & Life Sciences | Manufacturing | Financial Services | Unity Catalog | Lakebase | Lakebase | In Person | AI Agents | Data Applications | Lakebase,Abhishek Gupta,Retool,"Learn how Retool, an enterprise AppGen platform for building intelligent applications and agents, became an early adopter of Databricks Lakebase, creating over 1 million serverless Postgres databases to power its operational foundation. We’ll share the architecture, governance, and lessons learned as Retool scaled its own platform to support production-ready apps and agents that turn governed business data into action. You’ll see how Retool’s Lakebase-powered operational layer now gives Databricks customers a proven path to run more workloads and remove data silos, whether they use Retool’s layer or connect directly to their own databases. The session includes a live demo to help you move from prototype to production with unified governance, automation, and lower operating costs through autoscaling.","Customer Zero: How Retool Scaled 1 Million Databases on Databricks Lakebase Learn how Retool, an enterprise AppGen platform for building intelligent applications and agents, became an early adopter of Databricks Lakebase, creating over 1 million serverless Postgres databases to power its operational foundation. We’ll share the architecture, governance, and lessons learned as Retool scaled its own platform to support production-ready apps and agents that turn governed business data into action. You’ll see how Retool’s Lakebase-powered operational layer now gives Databricks customers a proven path to run more workloads and remove data silos, whether they use Retool’s layer or connect directly to their own databases. The session includes a live demo to help you move from prototype to production with unified governance, automation, and lower operating costs through autoscaling. Breakout | Intermediate | Healthcare & Life Sciences | Manufacturing | Financial Services | Unity Catalog | Lakebase | Lakebase | In Person | AI Agents | Data Applications | Lakebase Abhishek Gupta Retool",https://www.databricks.com/dataaisummit/session/customer-zero-how-retool-scaled-1-million-databases-databricks-lakebase
18890,"Building Your Open Security Lakehouse: Ingest, Normalize, and Model Security Data at Scale",Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Intermediate,Cybersecurity,Breakout | Intermediate | Enterprise Technology | Retail & Consumer Goods | Financial Services | Databricks SQL | Lakeflow | Lakewatch | Cybersecurity | In Person | Cybersecurity | Data Ingestion | Lakehouse Implementation,"Bryan Schaefer, Kristin Dahl",Databricks,"Many organizations are experimenting with “security data lakes,” but struggle to move from DIY projects to an operational architecture the SOC can live in every day. This session walks through Lakewatch’s reference architecture for an open security lakehouse — how to onboard and unify diverse security, IT, and business telemetry on open storage, normalize it to OCSF, and organize it into bronze, silver, and gold tables optimized for SecOps. We’ll cover ingestion patterns for common data sources, Medallion modeling for security analytics, governance with Unity Catalog, index and search strategies, and how to safely bring in multimodal data like emails and documents. You’ll leave with an opinionated architecture to evaluate or design your own security lakehouse, plus guidance on when to augment versus replace existing SIEM tooling.","Building Your Open Security Lakehouse: Ingest, Normalize, and Model Security Data at Scale Many organizations are experimenting with “security data lakes,” but struggle to move from DIY projects to an operational architecture the SOC can live in every day. This session walks through Lakewatch’s reference architecture for an open security lakehouse — how to onboard and unify diverse security, IT, and business telemetry on open storage, normalize it to OCSF, and organize it into bronze, silver, and gold tables optimized for SecOps. We’ll cover ingestion patterns for common data sources, Medallion modeling for security analytics, governance with Unity Catalog, index and search strategies, and how to safely bring in multimodal data like emails and documents. You’ll leave with an opinionated architecture to evaluate or design your own security lakehouse, plus guidance on when to augment versus replace existing SIEM tooling. Breakout | Intermediate | Enterprise Technology | Retail & Consumer Goods | Financial Services | Databricks SQL | Lakeflow | Lakewatch | Cybersecurity | In Person | Cybersecurity | Data Ingestion | Lakehouse Implementation Bryan Schaefer, Kristin Dahl Databricks",https://www.databricks.com/dataaisummit/session/building-your-open-security-lakehouse-ingest-normalize-and-model
17998,Bionic Supply Chain: Architecting a Unified Agentic Framework for Risk & Cost Recovery,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Advanced,Application Development,Breakout | Advanced | Manufacturing | Unity Catalog | Databricks Apps | Databricks Agents | Application Development | In Person | AI Agents | Data Applications | Data Intelligence,"Collin Brosko, Nikhil Pande","Rivian Automotive, Rivian Automotive LLC","The modern supply chain is fractured, stuck in a “visibility vacuum” of cost asymmetry and a “triage trap” where material and production planners miss critical risks and purchasing managers miss cost targets due to cognitive overload. To bridge this gap, we present a unified vision for the AI-enabled supply chain ecosystem, moving beyond disparate tools to a cohesive intelligent platform. We introduce an agentic architecture built entirely on the lakehouse, utilizing Databricks Apps and Unity Catalog to serve distinct personas. For purchasing managers, we deploy NOVAA, an engine using MLflow to benchmark “should-costs” and Mosaic AI to arrest margin leakage and generate negotiation playbooks. Simultaneously, SONAR, our supply planners’ control tower, empowers them by aggregating SAP/TMS data into a unified truth. Here, a hierarchical agentic workflow, powered by Agent Bricks, bridges classical ML with GenAI to predict disruptions and orchestrate sub-agents for autonomous resolution.","Bionic Supply Chain: Architecting a Unified Agentic Framework for Risk & Cost Recovery The modern supply chain is fractured, stuck in a “visibility vacuum” of cost asymmetry and a “triage trap” where material and production planners miss critical risks and purchasing managers miss cost targets due to cognitive overload. To bridge this gap, we present a unified vision for the AI-enabled supply chain ecosystem, moving beyond disparate tools to a cohesive intelligent platform. We introduce an agentic architecture built entirely on the lakehouse, utilizing Databricks Apps and Unity Catalog to serve distinct personas. For purchasing managers, we deploy NOVAA, an engine using MLflow to benchmark “should-costs” and Mosaic AI to arrest margin leakage and generate negotiation playbooks. Simultaneously, SONAR, our supply planners’ control tower, empowers them by aggregating SAP/TMS data into a unified truth. Here, a hierarchical agentic workflow, powered by Agent Bricks, bridges classical ML with GenAI to predict disruptions and orchestrate sub-agents for autonomous resolution. Breakout | Advanced | Manufacturing | Unity Catalog | Databricks Apps | Databricks Agents | Application Development | In Person | AI Agents | Data Applications | Data Intelligence Collin Brosko, Nikhil Pande Rivian Automotive, Rivian Automotive LLC",https://www.databricks.com/dataaisummit/session/bionic-supply-chain-architecting-unified-agentic-framework-risk-cost
18408,Pilot to Platform: How NAB Deployed Databricks Genie at Scale Across the Bank,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Intermediate,Analytics & BI,Breakout | Intermediate | Financial Services | AI/BI | Unity Catalog | Analytics & BI | In Person | AI Agents | Collaboration | Industry Experience,Junchi Liu,Databricks,"While initial generative AI adoption is simple, operating it at scale demands strong governance, clear controls, and coordinated rollout across teams. In this session, NAB shares how it implemented Databricks Genie as a first‑class engineering capability, from early prototypes to bank‑wide adoption. We will walk through the key decisions and patterns that made Genie genuinely useful for technical teams: how it integrates with existing SDLC and data workflows, how NAB approached onboarding and change management, and examples of high-value use cases and how their benefits were measured. Attendees will leave with a practical blueprint for scaling Databricks Genie in their own organisations, rollout phases, adoption playbooks and lessons learned on what to avoid. Whether you are just experimenting with Genie or planning an enterprise rollout, this session will help you turn a promising pilot into a reliable, governed platform for AI‑assisted development.","Pilot to Platform: How NAB Deployed Databricks Genie at Scale Across the Bank While initial generative AI adoption is simple, operating it at scale demands strong governance, clear controls, and coordinated rollout across teams. In this session, NAB shares how it implemented Databricks Genie as a first‑class engineering capability, from early prototypes to bank‑wide adoption. We will walk through the key decisions and patterns that made Genie genuinely useful for technical teams: how it integrates with existing SDLC and data workflows, how NAB approached onboarding and change management, and examples of high-value use cases and how their benefits were measured. Attendees will leave with a practical blueprint for scaling Databricks Genie in their own organisations, rollout phases, adoption playbooks and lessons learned on what to avoid. Whether you are just experimenting with Genie or planning an enterprise rollout, this session will help you turn a promising pilot into a reliable, governed platform for AI‑assisted development. Breakout | Intermediate | Financial Services | AI/BI | Unity Catalog | Analytics & BI | In Person | AI Agents | Collaboration | Industry Experience Junchi Liu Databricks",https://www.databricks.com/dataaisummit/session/pilot-platform-how-nab-deployed-databricks-genie-scale-across-bank
19121,Technical Deep Dive: Architecting Production-Ready Data & AI Apps,Wednesday,2026-06-17 15:00:00,2026-06-17 16:50:00,110,Deep Dive,Advanced,Application Development,"Deep Dive | Advanced | Communications, Media & Entertainment | Databricks Apps | Application Development | In Person | Data Applications","Ivan Trusov, Naïm Achahboun",Databricks,"Organizations are moving beyond simple dashboards to interactive, secure Data & AI applications built directly where their data lives. This session provides a technical deep dive into Databricks Apps, exploring how to transform complex AI logic into production-ready business tools. We will cover the essential architectural choices for developers, including a comparison of Pythonic frameworks like Streamlit and Gradio versus full-stack JS/TS implementations. The discussion will focus on the end-to-end development lifecycle, teaching you how to master authentication via Service Principals and On-Behalf-Of (OBO) tokens, and how to implement robust production workflows using Databricks Asset Bundles (DABs). Additionally, we will share best practices for optimizing performance and scalability—such as using async operations—and ensuring enterprise-grade observability through diagnostic logging and audit trails","Technical Deep Dive: Architecting Production-Ready Data & AI Apps Organizations are moving beyond simple dashboards to interactive, secure Data & AI applications built directly where their data lives. This session provides a technical deep dive into Databricks Apps, exploring how to transform complex AI logic into production-ready business tools. We will cover the essential architectural choices for developers, including a comparison of Pythonic frameworks like Streamlit and Gradio versus full-stack JS/TS implementations. The discussion will focus on the end-to-end development lifecycle, teaching you how to master authentication via Service Principals and On-Behalf-Of (OBO) tokens, and how to implement robust production workflows using Databricks Asset Bundles (DABs). Additionally, we will share best practices for optimizing performance and scalability—such as using async operations—and ensuring enterprise-grade observability through diagnostic logging and audit trails Deep Dive | Advanced | Communications, Media & Entertainment | Databricks Apps | Application Development | In Person | Data Applications Ivan Trusov, Naïm Achahboun Databricks",https://www.databricks.com/dataaisummit/session/technical-deep-dive-architecting-production-ready-data-ai-apps
19112,From App to App Ecosystem: An Operating Model for Thousands of Enterprise-Scale Databricks Apps,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Beginner,Application Development,"Breakout | Beginner | Communications, Media & Entertainment | Databricks Apps | Application Development | In Person | Data Applications",Cong Xu,Databricks,"When you go from one AI app to a hundred, the bottleneck isn't building — it's governing. Who owns each app? Who manages costs, permissions, and networking? What breaks when a team goes rogue? This session lays out a practical operating model for enterprise-scale app deployment on Databricks: how to divide platform and team responsibilities, how to enforce governance without creating a bureaucratic chokepoint, and how to build an ""app factory"" foundation where identity, resources, and networking are standardized from day one. Whether you're managing five apps or five hundred, you'll leave with a clear framework for scaling without losing control.","From App to App Ecosystem: An Operating Model for Thousands of Enterprise-Scale Databricks Apps When you go from one AI app to a hundred, the bottleneck isn't building — it's governing. Who owns each app? Who manages costs, permissions, and networking? What breaks when a team goes rogue? This session lays out a practical operating model for enterprise-scale app deployment on Databricks: how to divide platform and team responsibilities, how to enforce governance without creating a bureaucratic chokepoint, and how to build an ""app factory"" foundation where identity, resources, and networking are standardized from day one. Whether you're managing five apps or five hundred, you'll leave with a clear framework for scaling without losing control. Breakout | Beginner | Communications, Media & Entertainment | Databricks Apps | Application Development | In Person | Data Applications Cong Xu Databricks",https://www.databricks.com/dataaisummit/session/app-app-ecosystem-operating-model-thousands-enterprise-scale-databricks
17908,Databricks FinOps Genie — Cost Observability Meets Optimization Insights,Wednesday,2026-06-17 15:00:00,2026-06-17 15:40:00,40,Breakout,Intermediate,Analytics & BI,Breakout | Intermediate | Enterprise Technology | Consulting & Services | Financial Services | AI/BI | Databricks SQL | Databricks Agents | Analytics & BI | In Person | AI Agents | Data Intelligence | Performance & Cost Optimizations,Shaurya Rana,Databricks,"We will showcase Databricks FinOps Genie, a cost observability and optimization capability that combines a Databricks‑native FinOps dashboard, Genie space and FinOps agent, proven at scale across 1,000+ workspaces in a large bank. Learn how to turn Databricks usage and billing data into a lightweight, reusable cost intelligence layer that surfaces key drivers of spend, anomalies and optimization opportunities through a single dashboard. See how a Genie space lets users “talk” to their FinOps data in natural language and receive detailed explanations and recommendations. Take home patterns for using a FinOps agent and recommendation model to right‑size clusters, address anomalous workloads and enable teams on Databricks FinOps best practices, so you can apply the same approach in your own estate.","Databricks FinOps Genie — Cost Observability Meets Optimization Insights We will showcase Databricks FinOps Genie, a cost observability and optimization capability that combines a Databricks‑native FinOps dashboard, Genie space and FinOps agent, proven at scale across 1,000+ workspaces in a large bank. Learn how to turn Databricks usage and billing data into a lightweight, reusable cost intelligence layer that surfaces key drivers of spend, anomalies and optimization opportunities through a single dashboard. See how a Genie space lets users “talk” to their FinOps data in natural language and receive detailed explanations and recommendations. Take home patterns for using a FinOps agent and recommendation model to right‑size clusters, address anomalous workloads and enable teams on Databricks FinOps best practices, so you can apply the same approach in your own estate. Breakout | Intermediate | Enterprise Technology | Consulting & Services | Financial Services | AI/BI | Databricks SQL | Databricks Agents | Analytics & BI | In Person | AI Agents | Data Intelligence | Performance & Cost Optimizations Shaurya Rana Databricks",https://www.databricks.com/dataaisummit/session/databricks-finops-genie-cost-observability-meets-optimization-insights
